genes	NC	NNC	NNT	NT
Gm25083	0	0	0	0
Mir675	0	0	0	0
Gm24270	0	0	0	0
Gm24271	0	0	0	0
Gm24272	0	0	0	0
Mir672	0	0	0	0
Gm24273	0	0	0	0
Mir301b	0	0	0	0
Gm26154	0	0	0	0
Gm23060	0	0	0	0
Gm23061	0	0	0	0
Gm23062	0	0	0	0
Gm23063	0	0	0	0
Mir147	0	0	0	0
Mir499	0	0	0	0
Mir665	0	0	0	0
Mir343	0	0	0	0
Mir673	0	0	0	0
Mir216b	0	0	0	0
Gm26340	0	0	0	0
Gm26339	0	0	0	0
Gm26338	0	0	0	0
Gm24715	0	0	0	0
Mir599	0	0	0	0
Mir670	0	0	0	0
Gm24714	0	0	0	0
Mir181d	0	0	0	0
Gm25213	0	0	0	0
Gm27509	0	0	0	0
Mir653	0	0	0	0
Gm24047	0	0	0	0
Mir182	0	0	0	0
Gm24049	0	0	0	0
Gm24048	0	0	0	0
Gm22369	0	0	0	0
Gm22368	0	0	0	0
Mir568	0	0	0	0
Mir674	0	0	0	0
Gm22370	0	0	0	0
Mir190a	0	0	0	0
Gm23193	0	0	0	0
Gm24462	0	0	0	0
Mir671	0	0	0	0
Gm23192	0	0	0	0
Gm25992	0	0	0	0
Gm25991	0	0	0	0
Gm25990	0	0	0	0
Mir667	0	0	0	0
Mir676	0	0	0	0
Mir450-2	0	0	0	0
Gm22689	0	0	0	0
Gm25986	0	0	0	0
Hus1b	22	10	18	23
Sox4	251	27	79	478
Ywhaq	1532	718	648	1340
BC100451	97	218	387	185
Wfdc3	0	0	0	2
Acsf2	110	13	16	127
Oxct2a	3	1	0	0
2700094K13Rik	234	65	40	186
Oxct2b	0	1	0	0
Mog	0	0	0	0
Ass1	634	170	180	429
Mir761	0	0	0	0
Gm24865	0	0	0	0
Mir763	0	0	0	0
Mir804	0	0	0	0
Mir770	0	0	0	0
Mir759	0	0	0	0
Mir762	0	0	0	0
Mir767	0	0	0	0
Mir760	0	0	0	0
Mir802	0	0	0	0
Mir764	0	0	0	0
Mir758	0	0	0	0
Mir744	0	0	0	0
Trbv1	6	1	3	2
Trbv2	0	0	2	3
Trbv3	1	0	0	5
Trbv5	0	0	0	1
Trbv13-1	1	0	0	0
Trbv13-2	0	0	1	0
Trbv13-3	2	0	0	1
Trbv14	0	0	0	1
Trbv15	1	0	0	0
Trbv16	0	0	0	0
Trbv17	0	0	0	0
Trbv19	0	0	0	0
Trbv20	1	0	0	1
Trbv21	0	1	0	0
Trbv23	3	0	2	1
Trbv26	0	0	0	0
Trbv29	0	0	0	0
Trbv30	0	0	0	0
Trbj1-1	0	0	0	0
Trbj1-2	0	0	0	0
Trbj1-3	0	0	0	0
Trbj1-4	0	0	0	0
Trbj1-5	0	0	0	0
Trbj1-6	0	0	0	0
Trbj1-7	0	0	0	0
Trbc1	41	1	6	28
Trbj2-1	0	0	0	0
Trbj2-2	0	0	0	0
Trbj2-3	0	0	0	0
Trbj2-4	0	0	0	0
Trbj2-5	0	0	0	0
Trbj2-7	0	0	0	0
Trbc2	27	0	8	58
Trbv31	0	0	0	0
Gm20730	0	0	3	0
Igkv2-137	314	345	200	281
Igkv1-131	0	0	0	0
Igkv17-127	401	426	304	364
Igkv9-123	47	27	56	49
Igkv17-121	219	265	305	346
Igkv2-112	105	42	7	16
Igkv16-104	669	705	506	614
Igkv15-103	975	1047	618	608
Igkv1-99	36	19	22	20
Igkv12-98	104	78	134	175
Igkv19-93	0	0	0	2
Igkv4-92	3	1	0	0
Igkv4-91	167	145	87	95
Igkv4-90	50	44	14	20
Igkv12-89	32	53	40	88
Igkv1-88	50	72	166	165
Igkv4-86	146	130	85	102
Igkv13-84	308	352	120	165
Igkv4-81	5	0	0	3
Igkv4-80	104	73	54	148
Igkv4-79	90	55	72	55
Igkv4-74	149	91	67	87
Igkv4-72	321	416	274	266
Igkv4-70	132	117	83	63
Igkv4-69	4	8	18	11
Igkv4-68	304	384	279	235
Igkv4-63	66	71	69	101
Igkv4-61	84	55	80	97
Igkv4-57-1	140	75	73	91
Igkv4-57	294	203	134	123
Igkv4-56	0	0	0	0
Igkv4-50	65	49	105	127
Igkv5-48	289	293	249	326
Igkv12-46	884	1126	601	554
Igkv5-39	333	211	86	171
Igkv12-38	58	68	49	60
Igkv5-37	10	10	17	18
Igkv18-36	1	1	0	2
Igkv1-35	0	0	0	0
Igkv7-33	65	25	1	10
Igkv6-32	1116	1172	559	521
Igkv8-30	522	463	395	568
Igkv6-29	1	1	0	0
Igkv8-27	195	180	194	229
Igkv8-26	3	0	0	1
Igkv8-24	299	276	252	358
Igkv8-21	364	320	232	298
Igkv6-20	693	500	163	186
Igkv8-18	33	38	37	38
Igkv8-16	13	41	24	25
Igkv6-13	219	193	97	122
Igkv3-10	238	202	170	210
Igkv3-7	370	348	130	177
Igkj1	0	0	0	0
Igkj2	0	0	0	0
Igkj3	0	0	0	0
Igkj4	0	0	0	0
Igkj5	0	0	0	0
Igkc	103554	86888	78632	99828
Ighg2c	25521	23990	10959	16162
Ighg2b	25711	30968	21519	19051
Ighg1	31877	38863	10211	8207
Ighg3	1454	1523	173	250
Ighm	8750	2968	2564	5099
Ighj4	0	1	0	0
Ighj3	0	0	1	0
Ighj2	1	0	0	0
Ighj1	0	0	0	0
Ighd1-1	0	0	0	0
Gm16968	0	0	0	0
Ighv5-2	4	13	1	4
Ighv2-6-8	61	63	24	46
Ighv7-3	328	150	6	84
Ighv7-2	9	4	0	8
Ighv4-1	77	130	47	68
Ighv16-1	0	0	0	0
Ighv7-1	125	25	1	16
Ighv14-4	88	83	38	31
Ighv7-4	17	2	0	5
Ighv3-5	6	2	19	9
Ighv13-2	25	54	38	33
Ighv3-6	924	893	592	765
Ighv3-8	103	82	17	31
Ighv12-3	2	2	0	0
Ighv6-3	573	205	86	301
Ighv6-6	213	95	25	87
Ighv15-2	8	22	16	29
Ighv1-18	186	210	27	37
Ighv1-47	45	42	27	27
Ighv1-49	4	4	0	6
Ighv8-12	356	377	301	386
Ighv8-13	2	1	2	6
Tcrg-V7	0	0	0	0
Tcrg-V4	1	0	0	0
Tcrg-V6	0	0	0	0
Tcrg-V5	0	0	0	0
Tcrg-C1	1	0	0	6
Tcrg-V3	0	0	0	0
Tcrg-C2	9	0	3	3
Trgv2	0	1	1	2
Tcrg-V1	0	1	0	1
Tcrg-C4	4	2	5	8
Trav1	0	0	0	0
Trav2	0	0	0	1
Trav3-1	0	0	0	0
Trav5-1	0	0	0	0
Trav6-1	1	0	0	0
Trav6-2	0	0	0	0
Trav8d-1	2	0	0	0
Trav13d-1	0	0	0	0
Trav8d-2	0	0	0	0
Trav16d-dv11	0	0	0	0
Trav6n-5	0	0	0	0
Trav6n-6	1	0	0	0
Trav8n-2	0	0	0	2
Trav16n	0	0	0	0
Trav13n-4	1	0	0	0
Trav14n-3	0	0	0	0
Trav4-2	0	0	0	0
Trav8-1	0	0	0	0
Trav13-1	0	0	0	0
Trav14-1	0	0	0	2
Trav13-2	1	0	0	0
Trav15-2-dv6-2	0	0	0	0
Trav16	2	0	0	1
Trav3-4	0	0	0	0
Trav18	0	0	0	0
Trav19	0	0	0	2
Trav21-dv12	1	0	0	0
Trdv1	0	0	0	0
Trdv2-1	0	0	0	0
Trdv2-2	0	0	0	1
Trdv4	2	0	0	0
Trdj1	0	0	0	0
Trdj2	0	0	0	0
Trdv5	0	0	0	0
Traj59	0	0	0	0
Traj58	0	0	0	0
Traj57	0	0	0	0
Traj56	0	0	0	0
Traj53	0	0	0	0
Traj52	0	0	0	0
Traj51	0	0	0	0
Traj50	0	0	0	0
Traj49	0	0	0	0
Traj48	0	0	0	0
Traj46	0	0	0	0
Traj45	0	0	0	0
Traj44	0	0	0	0
Traj43	0	0	0	0
Traj42	0	0	0	0
Traj41	0	0	0	0
Traj40	0	0	0	0
Traj39	0	0	0	0
Traj38	0	0	0	0
Traj37	0	0	0	0
Traj35	0	0	0	0
Traj34	0	0	0	0
Traj33	0	0	0	0
Traj32	0	0	0	0
Traj31	0	0	0	0
Traj30	0	0	0	0
Traj29	0	0	0	0
Traj28	0	0	0	0
Traj27	0	0	0	0
Traj26	0	0	0	0
Traj25	0	0	0	0
Traj24	0	0	0	0
Traj23	0	0	0	0
Traj22	0	0	0	0
Traj21	0	0	0	0
Traj20	0	0	0	0
Traj19	0	0	0	0
Traj18	0	0	0	0
Traj17	0	0	0	0
Traj16	0	0	0	0
Traj15	0	0	0	0
Traj14	0	0	0	0
Traj13	0	0	0	0
Traj12	0	0	0	0
Traj11	0	0	0	0
Traj9	0	0	0	0
Traj8	0	0	0	0
Traj7	0	0	0	0
Traj6	0	0	0	0
Traj5	0	0	0	0
Traj4	0	0	0	0
Traj3	0	0	0	0
Traj2	0	0	0	0
Traj1	0	0	0	0
Trac	34	15	7	39
Iglv1	862	645	547	729
Iglc2	512	346	376	511
Iglv3	48	63	40	73
Iglv2	16	16	17	30
Gm22065	0	0	0	0
Gm22064	0	0	0	0
Mir582	0	0	0	0
Mir467e	0	0	0	0
Gm22066	0	0	0	0
Gm24933	0	0	0	0
Gm24932	0	0	0	0
Gm24934	0	0	0	0
Mir297a-3	0	0	0	0
Gm24935	0	0	0	0
Mir669l	0	0	0	0
Gm23251	0	0	0	0
Gm23252	0	0	0	0
Mir466b-2	0	0	0	0
Mir193b	0	0	0	0
Mir297c	0	0	0	0
Gm26067	0	0	0	0
Mir297a-2	0	0	0	0
Gm24115	0	0	0	0
Mir466b-3	0	0	0	0
Gm22426	0	0	0	0
Mir544	0	0	0	0
Gm23876	0	0	0	0
Gm22189	0	0	0	0
Gm22190	0	0	0	0
Gm22191	0	0	0	0
Mir467d	0	0	0	0
Gm22707	0	0	0	0
Mir493	0	0	0	0
Mir669f	0	0	0	0
Gm25537	0	0	0	0
Gm26209	0	0	0	0
Mir574	0	0	0	0
Mir467c	0	0	0	0
Gm24544	0	0	0	0
Gm24543	0	0	0	0
Gm24542	0	0	0	0
Gm24541	0	0	0	0
Gm25040	0	0	0	0
Gm23701	0	0	0	0
Gm23766	0	0	0	0
Gm23697	0	0	0	0
Mir669o	0	0	0	0
Gm22117	0	0	0	0
Mir742	0	0	0	0
Gm24342	0	0	0	0
Gm22015	0	0	0	0
Gm25263	0	0	0	0
Mir344c	0	0	0	0
Gm22427	0	0	0	0
Mir18b	0	0	0	0
Mir466p	0	0	0	0
Mir741	0	0	0	0
Gm26399	0	0	0	0
Mir743	0	0	0	0
Gm23578	0	0	0	0
Gm23577	0	0	0	0
Gm22937	0	0	0	0
Gm22936	0	0	0	0
Gm22938	0	0	0	0
Gm22939	0	0	0	0
Gm22935	0	0	0	0
Gm22934	0	0	0	0
Gm24581	0	0	0	0
Gm24579	0	0	0	0
Gm24580	0	0	0	0
Gm24582	0	0	0	0
n-R5s90	0	0	0	0
Gm24578	0	0	0	0
Gm24118	0	0	0	0
Gm24117	0	0	0	0
Gm24116	0	0	0	0
Gm24120	0	0	0	0
Gm24119	92	50	50	85
Gm25396	0	0	0	0
Gm25761	0	0	0	0
Gm25762	0	0	0	0
Gm25757	0	0	0	0
Gm25758	0	0	0	0
Gm25759	0	0	0	0
Gm25760	0	0	0	0
Gm25756	0	0	0	0
Gm25094	0	0	0	0
Gm25093	0	0	0	0
Gm25092	0	0	0	0
Gm25091	0	0	0	0
Gm25090	0	0	0	0
Gm22269	0	0	0	0
Snord64	0	0	0	0
Snora17	16	6	14	9
Gm23431	0	0	0	0
Gm22267	0	0	0	0
Gm22268	0	0	0	0
Gm22266	0	0	0	0
Gm25613	0	0	0	0
Gm25614	0	0	0	0
Gm25612	0	0	0	0
Gm25610	0	0	0	0
Gm25611	0	0	0	0
Gm25609	0	0	0	0
Gm25607	0	0	0	0
Gm25608	0	0	0	0
Snord69	0	0	0	0
Gm23950	0	0	0	0
Gm23949	0	0	0	0
Gm23951	0	1	0	0
Gm23948	0	0	0	0
Snord78	0	0	0	0
Snord67	0	0	0	0
Gm22270	11	1	1	5
Gm22271	0	0	0	0
Gm23437	0	0	0	0
Gm22272	0	0	0	0
Gm22273	0	0	0	0
Gm25097	0	0	0	0
Gm25096	0	0	0	0
Gm25095	0	0	0	0
Gm22439	0	0	0	0
Gm22438	0	0	0	0
Snord66	0	0	0	0
Gm23271	0	0	0	0
Gm23272	0	0	0	0
Gm23270	0	0	0	0
Gm23274	0	0	0	0
Gm23273	0	0	0	0
Gm23275	0	0	0	0
Gm26075	0	0	0	0
Gm26074	0	0	0	0
Gm26077	0	0	0	0
Gm26076	0	0	0	0
Gm26079	2	2	3	0
Gm26078	0	0	0	0
Gm26081	0	0	0	0
Gm26080	1	0	0	0
Gm26082	0	0	0	0
Gm23979	0	0	0	0
Gm24869	0	0	0	0
Gm24431	0	0	0	0
n-R5s165	0	0	0	0
Gm24432	0	0	0	0
Gm24429	0	0	0	0
Gm24430	0	0	0	0
Gm24433	0	0	0	0
Gm24434	0	0	0	0
Gm22782	0	0	0	0
Gm22781	0	0	0	0
Gm22780	0	0	0	0
Gm22779	0	0	0	0
Gm22786	0	0	0	0
Gm22785	0	0	0	0
Gm22784	0	0	0	0
Gm22783	0	0	0	0
Gm22778	0	0	0	0
Gm22777	0	0	0	0
Gm25764	0	0	0	0
Gm26396	0	0	0	0
Gm26395	0	0	0	0
n-R5s158	0	0	0	0
Gm26394	0	0	0	0
Gm25763	0	0	0	0
Gm25765	0	0	0	0
Gm25766	0	0	0	0
Gm25407	0	0	0	0
Gm24124	0	0	0	0
Gm25408	0	0	0	0
Gm24125	0	0	0	0
Gm24123	0	0	0	0
Gm24122	0	0	0	0
Gm24127	0	0	0	0
Gm24126	0	0	0	0
Gm22473	0	0	0	0
Gm22472	0	0	0	0
Gm22471	0	0	0	0
Gm22470	0	0	0	0
Gm22469	0	0	0	0
n-R5s8	0	0	0	0
Gm24170	0	0	0	0
Gm24171	0	0	0	0
Gm24172	0	0	0	0
n-R5s171	0	0	0	0
Gm25785	0	0	0	0
Gm24173	0	0	0	0
Gm22284	0	0	0	0
Rnu11	11	9	5	12
Gm25833	0	0	0	0
Gm25938	0	0	0	0
Gm25832	0	0	0	0
Gm23014	0	0	0	0
Gm23015	0	0	0	0
Gm23013	0	0	0	0
Gm23011	0	0	0	0
Gm23012	0	0	0	0
Gm23294	0	0	0	0
Gm23010	0	0	0	0
Gm24670	0	0	0	0
Gm24326	0	0	0	0
Snord70	0	0	0	0
Gm24671	0	0	0	0
Gm24665	0	0	0	0
Gm24867	0	0	0	0
n-R5s31	0	0	0	0
Gm24350	0	0	0	0
Gm26286	0	0	0	0
Gm26288	0	0	0	0
Gm26289	0	0	0	0
Gm26293	0	0	0	0
Gm25308	0	0	0	0
Gm23482	0	0	0	0
Gm23481	0	0	0	0
Gm23484	0	0	0	0
Gm23483	0	0	0	0
Gm26273	0	0	0	0
Gm23485	0	0	0	0
Gm25167	0	0	0	0
Gm25168	0	0	0	0
Gm25169	0	0	0	0
Gm25170	0	0	0	0
Gm22661	0	1	0	0
Gm22660	0	0	0	0
n-R5s200	0	0	0	0
Gm22659	0	0	0	0
Gm22658	0	0	0	0
Gm22657	0	0	0	0
Gm22656	0	0	0	0
Gm24336	18	9	2	9
Gm24337	0	0	0	0
Gm24338	0	0	0	0
Gm24339	0	0	0	0
Gm24340	0	0	0	0
Gm24341	0	0	0	0
Gm24334	0	0	0	0
Gm24335	0	0	0	0
Gm25417	0	0	0	0
n-R5s82	0	0	0	0
Gm25418	0	0	0	0
Gm25419	0	0	0	1
Gm25420	0	0	0	0
Gm25421	0	0	0	0
Gm25422	0	0	0	0
Gm25415	0	0	0	0
Gm25416	0	0	0	0
Gm23750	0	0	0	0
Gm23749	0	0	0	0
Gm23389	0	0	0	0
Gm23748	0	0	0	0
Gm23747	0	0	0	0
Gm23746	0	0	0	0
Gm23745	0	0	0	0
Gm23744	0	0	0	1
Gm24282	0	0	0	0
Gm24283	0	0	0	0
Gm24281	0	0	0	1
Gm24279	0	0	0	0
Gm24280	0	0	0	0
Gm26387	0	0	0	0
Gm24278	0	0	0	0
Gm24284	0	0	0	0
Gm22592	0	0	0	0
Gm22591	0	0	0	0
Gm22593	0	0	0	0
Gm22590	0	0	0	0
n-R5s178	0	0	0	0
Gm22595	0	0	0	0
Gm22594	0	0	0	0
Gm23130	0	0	0	0
Gm23131	0	0	0	0
Gm23132	0	0	0	0
Gm23133	0	0	0	0
Gm23128	0	0	0	0
Gm23129	0	0	0	0
Gm23126	0	0	0	0
Gm23127	0	0	0	0
Rab11b	2389	2140	1671	2251
Gm25916	0	0	0	0
Gm25915	0	0	0	0
Gm25918	0	0	0	0
Gm25917	0	0	0	0
Gm22927	0	0	0	0
Snord65	0	0	0	0
Gm25919	0	0	0	0
Gm26419	0	0	0	0
Gm26420	0	0	0	0
Gm26417	0	0	0	0
Gm26418	0	0	0	0
Gm26422	0	0	0	0
Gm26423	0	0	0	0
Gm26421	0	0	0	0
Gm26416	0	0	0	0
Gm25922	0	0	0	0
Gm24789	0	0	0	0
Gm24788	0	0	0	0
Gm24791	0	0	0	0
Gm24790	0	0	0	0
Gm24792	0	0	0	0
Gm24794	0	0	0	0
Gm24793	0	0	0	0
Gm23439	0	0	0	0
Gm25272	0	0	0	0
Gm25273	0	0	0	0
Gm25274	0	0	0	0
Gm25275	0	0	0	0
Gm23440	0	0	0	0
Gm25276	0	0	0	0
Gm23596	0	0	0	0
Snord91a	0	0	0	0
Gm23595	0	0	0	0
Gm23594	0	0	0	0
Gm23593	0	0	0	0
Gm23604	0	0	0	0
Gm24230	0	0	0	0
Gm24232	0	0	0	0
Gm24231	0	0	0	0
Gm24234	0	0	0	0
Gm24233	1	0	0	0
Scarna9	0	0	0	0
Gm24235	0	0	0	0
Gm25875	0	0	0	0
Gm25877	0	0	0	0
Gm25878	0	0	0	0
n-R5s219	0	0	0	0
Gm25876	0	0	0	0
Gm25879	0	0	0	0
Gm25880	0	0	0	0
Gm25378	0	0	0	0
Gm25377	0	0	0	0
n-R5s67	0	0	0	0
Gm25379	0	0	0	0
Gm25506	0	0	0	0
Gm25376	0	0	0	0
Gm22543	0	0	0	0
Gm22544	0	0	0	0
Gm22545	0	0	0	0
Gm22546	0	0	0	0
Gm22021	0	0	0	0
Gm22023	0	0	0	0
Gm22022	0	0	0	0
Gm22018	0	0	0	0
Gm22020	0	0	0	0
Gm22019	0	0	0	0
Snord71	0	0	0	0
Gm23709	0	0	0	0
Gm23176	0	0	0	0
Gm23707	0	0	0	0
Gm23708	0	0	0	0
Gm23706	0	0	0	0
Gm23705	0	0	0	0
Gm23175	0	0	0	0
Gm24607	0	0	0	0
Gm23203	0	0	0	0
Snora68	4	6	1	5
Gm23202	1	0	2	1
Gm23201	0	0	0	0
Gm23200	0	0	0	0
Gm24608	0	0	0	0
Snora36b	0	0	0	0
Gm24886	0	0	0	0
Gm24887	0	0	0	0
Gm24888	15	2	3	23
Gm24889	0	0	0	0
Gm24890	0	0	0	0
Gm25631	0	0	0	0
Gm24891	0	0	0	0
Gm24373	0	0	0	0
Gm24374	0	0	0	0
Gm24375	0	0	0	0
Gm24377	0	0	0	0
Gm24376	0	0	0	0
Gm24372	0	0	0	0
Gm26015	0	0	0	0
Gm26016	0	0	0	0
Gm26013	0	0	0	0
Gm26014	0	0	0	0
Gm26018	0	0	0	0
Gm26019	0	0	0	0
Gm26017	0	0	0	0
Gm26011	0	0	0	0
Gm26012	0	0	0	0
Gm22674	0	0	0	0
Gm22672	0	0	0	0
Gm22673	0	0	0	0
Snord1b	0	0	0	0
Gm25803	0	0	0	0
Gm22671	0	0	0	0
Gm25795	0	0	0	0
Gm23946	15	7	12	27
Gm25498	0	0	0	0
Gm25497	0	0	0	0
Gm25500	0	0	0	0
Gm25499	0	0	0	0
Gm25502	0	0	0	0
Gm25501	0	0	0	0
Gm25496	0	0	0	0
Gm25495	0	0	0	0
n-R5s9	0	0	0	0
Gm23772	0	0	0	0
Gm23836	0	0	0	0
Gm23834	0	0	0	0
Snord4a	0	0	0	0
Gm23835	0	0	0	0
Gm23768	0	0	0	0
Gm23769	0	0	0	0
Gm22149	0	0	0	0
Gm22148	0	0	0	0
Gm22150	0	0	0	0
Gm22771	0	0	0	0
Gm22772	0	0	0	0
Gm24986	0	0	0	0
Gm24987	0	0	0	0
Gm24984	0	0	0	0
Gm24985	0	0	0	0
Gm24982	0	0	0	0
Gm24983	0	0	0	0
Gm24981	0	0	0	0
Gm24988	0	0	0	0
Gm24989	0	0	0	0
Gm23320	0	0	0	0
Gm23322	0	0	0	1
Gm23321	0	0	0	0
Gm23319	0	0	0	0
Gm23323	0	0	0	0
Gm24257	0	0	0	0
n-R5s51	0	0	0	0
Gm26144	0	0	0	0
Gm26145	0	0	0	0
Gm26146	0	0	0	0
Gm26147	0	0	0	0
Gm26143	0	0	0	0
Gm24255	0	0	0	0
Gm24473	0	0	0	0
Gm24472	0	0	0	0
Gm24471	0	0	0	0
Gm24470	0	0	0	0
Gm24469	0	0	0	0
Gm24468	0	0	0	0
Gm24318	0	0	0	0
Gm22495	0	0	0	0
Gm22496	0	0	0	0
Gm22493	0	0	0	0
Gm22494	0	0	0	0
Gm22498	0	0	0	0
Gm22497	0	0	0	0
Gm22499	0	0	0	0
Gm25344	0	0	0	0
Gm25345	0	0	0	0
n-R5s172	0	0	0	0
Gm25346	1	0	0	0
Snord12	0	0	0	0
Gm24069	0	0	0	0
Gm24068	0	0	0	0
Gm24067	0	0	0	0
Gm24066	0	0	0	0
Snord89	0	0	0	1
n-R5s202	0	0	0	0
n-R5s72	0	0	0	0
Gm24070	0	0	0	0
Gm24071	0	0	0	0
Snora64	7	0	0	0
Gm25727	0	0	0	0
AF357399	1	1	0	1
Gm25728	0	0	0	0
Snord17	795	304	402	1503
Gm25725	0	0	0	0
Gm25726	0	0	0	0
Gm25723	0	0	0	0
Gm25724	0	0	0	0
Gm22900	0	0	0	0
Gm22899	0	0	0	0
Gm23609	0	0	0	0
Gm23608	0	0	0	0
Snord83b	0	2	0	3
Gm24556	0	0	0	0
Gm24555	0	0	0	0
Snord72	0	0	0	0
Gm23607	0	0	0	0
Gm26344	0	0	0	0
n-R5s16	0	0	0	0
Gm26343	0	0	0	0
Gm26342	0	0	0	0
Gm26341	0	0	0	0
Gm23529	0	0	0	0
Gm23530	0	0	0	0
Gm23531	0	0	0	0
Snord90	0	0	0	0
Gm23532	0	0	0	0
Gm23527	0	0	0	0
Gm23528	0	0	0	0
Gm25214	0	0	0	0
Snora35	0	0	0	0
Gm25216	0	0	0	0
Gm25215	0	0	0	0
Gm22374	0	0	0	0
Gm22373	0	0	0	0
Gm22371	0	0	0	0
Gm22372	0	0	0	0
Gm24161	0	0	0	0
Gm24160	0	0	0	0
Gm23907	0	0	0	0
Gm23911	0	0	0	0
Gm23910	0	0	0	0
Gm23909	0	0	0	0
Gm23908	0	0	0	0
n-R5s26	0	0	0	0
Gm25563	0	0	0	0
Gm25564	0	0	0	0
Gm25565	0	0	0	0
Gm25560	0	0	0	0
Gm25561	0	1	0	0
Gm25562	0	0	0	0
Snord19	0	0	0	0
Gm25148	0	0	0	0
n-R5s52	0	0	0	0
Gm24403	0	1	0	0
Mir290a	0	0	0	0
Gm27450	0	0	0	0
Gm23237	0	0	0	0
Gm26050	0	0	0	0
Gm26051	0	0	0	0
Mir669d	0	0	0	0
Gm26052	0	0	0	0
Gm22231	0	0	0	0
Gm22232	0	0	0	0
Mir105	0	0	0	0
Mir876	0	0	0	0
Gm25061	0	0	0	0
Gm25063	0	0	0	0
Mir344e	0	0	0	0
Mir878	0	0	0	0
Gm23912	0	0	0	0
Mir882	0	0	0	0
Gm24557	0	0	0	0
Mir295	0	0	0	0
Mir875	0	0	0	0
Gm22901	0	0	0	0
Mir879	0	0	0	0
Mir511	0	0	0	0
Gm25787	0	0	0	0
Mir294	0	0	0	0
Mir872	0	0	0	0
Mir453	0	0	0	0
Mir208b	0	0	0	0
Mir877	0	0	0	0
Gm24132	0	0	0	0
Gm24133	0	0	0	0
Mir466h	0	0	0	0
Gm23438	0	0	0	0
Mir297a-4	0	0	0	0
Mir874	0	0	0	0
Gm24605	0	0	0	0
Gm26259	0	0	0	0
Mir466f-1	0	0	0	0
Mir654	0	0	0	0
Mir466f-3	0	0	0	0
Gm23134	0	0	0	0
Mir466n	0	0	0	0
Mir190b	0	0	0	0
Mir466f-2	0	0	0	0
Mir880	0	0	0	0
Gm26301	0	0	0	0
Mir291a	0	0	0	0
Mir883a	0	0	0	0
Mir883b	0	0	0	0
Mir466g	0	0	0	0
Mir466o	0	0	0	0
Mir449b	0	0	0	0
Mir466d	0	0	0	0
Mir291b	0	0	0	0
Gm24683	0	0	0	0
Mir293	0	0	0	0
Mir881	0	0	0	0
Mir292	0	0	0	0
Gm24855	0	0	0	0
Mir873a	0	0	0	0
Mir466l	0	0	0	0
Gm22824	0	0	0	0
Olfr585	0	0	0	0
Rps12l1	77	0	28	88
Gm10912	0	1	0	1
Gm10913	0	0	0	0
Olfr828	0	0	0	0
Gm16485	0	0	0	0
Olfr483	0	0	0	0
F630028O10Rik	20758	19220	17855	16850
Gm5071	0	0	0	0
Gm10916	7	1	5	7
Rpl23a-ps3	91	59	24	61
Fam170b	2	0	0	1
Gm2178	9	9	6	9
Actl10	2	1	3	6
Gm11555	0	0	0	0
Krtap1-3	0	0	0	0
Gm11939	0	0	0	0
Gm12355	35	37	28	21
Ankrd63	85	34	35	98
AK157302	2	3	23	29
Gm2399	0	0	0	0
Gm17344	60	61	13	33
Capns2	65	102	95	48
Gm12226	7	9	11	10
Psme2b	45	44	33	73
Gm12184	31	18	5	33
4931440F15Rik	4	2	2	5
Gm16503	2	2	0	2
Erich3	0	0	0	1
Gm2574	62	22	35	31
Gm16499	0	0	0	0
Lenep	0	0	0	0
Gm4877	1	0	0	0
Rnf148	1	0	0	1
Gm20900	3	0	2	5
Gm6083	0	0	0	0
Gm15610	0	0	3	3
B020018G12Rik	0	3	1	1
Chml	189	87	81	179
Dnm3os	3	0	0	0
Gm7290	0	0	0	0
Gm2000	282	104	54	159
Gm17374	0	0	0	0
Olfr364-ps1	0	0	0	0
Tmem203	76	56	70	96
Nrarp	12	4	8	22
Gm14458	0	0	0	0
Gm5634	0	0	0	0
Gm5924	0	0	0	0
Gm3757	0	0	0	0
Gm3750	0	0	0	0
Gm5925	0	0	0	0
Gm3706	0	0	0	0
Klhdc7a	1	0	0	1
Fam43b	0	0	0	0
Gm12854	20	42	22	14
Gm3550	28	13	14	29
Airn	6	4	2	3
Hmga1-rs1	1033	305	340	1102
Gm16487	18	11	18	28
Krtap17-1	0	0	0	0
Krtap16-1	0	0	0	0
Krtap29-1	0	0	0	0
Krtap9-5	0	0	0	0
Gm11565	0	0	0	0
2300003K06Rik	0	0	0	0
Gm11564	0	0	0	0
Gm11554	0	0	0	0
Gm11569	0	0	0	0
Gm11596	0	0	0	0
Krtap4-9	0	0	0	0
Gm14188	0	0	0	0
Gm14180	0	0	0	0
Gm14193	0	0	0	0
Gm14190	0	0	0	0
Tas2r122	0	0	0	0
Gm10923	0	0	0	0
Gm3940	5	3	8	5
Gm2606	34	38	13	31
Foxd1	0	0	0	1
AI593442	0	0	0	0
Gm7293	10	15	7	6
Gm14762	5	3	1	4
Fam47c	0	0	0	0
F8a	89	49	48	105
Gm362	0	0	0	0
Gm2933	0	0	0	0
Gm5382	0	0	0	0
Sf3b5	369	171	140	353
AW011738	31	23	46	71
Smim1	61	27	34	103
Ifna2	1	0	0	0
Ifna16	0	0	0	0
Mos	1	0	0	1
Gm6316	2	1	2	1
Gm4294	92	40	24	86
Gm6096	0	1	1	2
Gm10935	0	0	0	0
Olfr141	0	0	0	0
Sarnp	396	198	151	302
Ctdsp2	2514	2757	2149	2743
